design,sku,name,primary_category,additional_category_1,additional_category_2,additional_category_3,all_categories,customizable,assignment_notes
0682,MB1-0682,Monogram L,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0683,MB1-0683,Monogram M,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0684,MB1-0684,Monogram N,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0685,MB1-0685,Monogram O,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0686,MB1-0686,Monogram P,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0687,MB1-0687,Monogram Q,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0688,MB1-0688,Monogram R,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0689,MB1-0689,Monogram S,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0690,MB1-0690,Monogram T,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0691,MB1-0691,Monogram U,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0692,MB1-0692,Monogram V,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0693,MB1-0693,Monogram W,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0694,MB1-0694,Monogram X,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0695,MB1-0695,Monogram Y,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0696,MB1-0696,Monogram Z,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0697,MB1-0697,Split scroll A,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0698,MB1-0698,Split scroll B,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0699,MB1-0699,Split scroll C,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0700,MB1-0700,Split scroll D,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0701,MB1-0701,Split scroll E,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0702,MB1-0702,Split scroll F,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0703,MB1-0703,Split scroll G,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0704,MB1-0704,Split scroll H,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0705,MB1-0705,Split scroll I,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0706,MB1-0706,Split scroll J,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0707,MB1-0707,Split scroll K,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0708,MB1-0708,Split scroll L,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0709,MB1-0709,Split scroll M,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0710,MB1-0710,Split scroll N,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0711,MB1-0711,Split scroll O,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0712,MB1-0712,Split scroll P,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0713,MB1-0713,Split scroll Q,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0714,MB1-0714,Split scroll R,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0715,MB1-0715,Split scroll S,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0716,MB1-0716,Split scroll T,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0717,MB1-0717,Split scroll U,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0718,MB1-0718,Split scroll V,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0719,MB1-0719,Split scroll W,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0720,MB1-0720,Split scroll X,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0721,MB1-0721,Split scroll Y,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0722,MB1-0722,Split scroll Z,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: home décor/inspirational theme; family/name sign home décor crossover
0723,MB1-0723,Steampunk A,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0724,MB1-0724,Steampunk B,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0725,MB1-0725,Steampunk C,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0726,MB1-0726,Steampunk D,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0727,MB1-0727,Steampunk E,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0728,MB1-0728,Steampunk F,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0729,MB1-0729,Steampunk G,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0730,MB1-0730,Steampunk H,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0731,MB1-0731,Steampunk I,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0732,MB1-0732,Steampunk J,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0733,MB1-0733,Steampunk K,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0734,MB1-0734,Steampunk L,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0735,MB1-0735,Steampunk M,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0736,MB1-0736,Steampunk Mr and Mrs,wedding and events,family & name,home decor and inspirational,,wedding and events; family & name; home decor and inspirational,Yes,Family & Name: wedding personalization crossover | Home Décor & Inspirational: wedding keepsake/home décor crossover
0737,MB1-0737,Steampunk N,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0738,MB1-0738,Steampunk O,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0739,MB1-0739,Steampunk P,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0740,MB1-0740,Steampunk Q,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0741,MB1-0741,Steampunk R,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0742,MB1-0742,Steampunk S,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0743,MB1-0743,Steampunk T,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0744,MB1-0744,Steampunk U,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
0745,MB1-0745,Steampunk V,family & name,home decor and inspirational,,,family & name; home decor and inspirational,Yes,Home Décor & Inspirational: family/name sign home décor crossover
